曲柄转角(度),时间(s),滑块6位移(mm),滑块6速度(mm/s),滑块6加速度(mm/s²)
287.7994428969359,0.9789096697174691,-104.64013227076136,-207.90533645032798,85.30306270765973
288.8022284122562,0.9823205048035927,-105.34679776357693,-207.55575992402416,119.53818210336827
289.80501392757657,0.9857313398897162,-106.05207621582274,-207.0921515380602,152.36451580326477
290.8077994428969,0.9891421749758399,-106.75558791009435,-206.51926661924006,183.80241692715612
291.81058495821725,0.9925530100619635,-107.45696918602165,-205.84179496032442,213.87012987587227
292.8133704735376,0.995963845148087,-108.15587222955233,-205.06436777654704,242.58391407408152
293.8161559888579,0.9993746802342106,-108.85196488518184,-204.19156425233749,269.9581615414301
294.81894150417827,1.0027855153203342,-109.54493048977231,-203.2279176980339,296.00550893233054
295.8217270194986,1.006196350406458,-110.23446772666506,-202.17792133443047,320.73694467321656
296.8245125348189,1.0096071854925814,-110.92029049885008,-201.0460337206651,344.16191182073914
297.82729805013923,1.013018020578705,-111.60212782000292,-199.8366838390513,366.2884071899911
298.83008356545963,1.0164288556648287,-112.27972372224498,-198.55427584862434,387.12307732494196
299.8328690807799,1.0198396907509522,-112.95283717951737,-197.2031935171129,406.67131183258016
300.83565459610026,1.0232505258370757,-113.62124204549065,-195.78780433955916,424.93733461187463
301.8384401114206,1.0266613609231994,-114.28472700495655,-194.31246334968517,441.92429346812554
302.8412256267409,1.0300721960093229,-114.94309553766539,-192.78151662889164,457.63434856858856
303.8440111420613,1.0334830310954466,-115.59616589358846,-191.19930451588527,472.0687602422472
304.8467966573816,1.03689386618157,-116.24377107858977,-189.57016451840016,485.22797654445947
305.8495821727019,1.0403047012676936,-116.88575884949596,-187.89843392714744,497.11172100693386
306.85236768802224,1.0437155363538173,-117.52199171754995,-186.1884521305979,507.71908099018816
307.85515320334264,1.047126371439941,-118.15234695922791,-184.44456262789447,517.0485970409378
308.8579387186629,1.0505372065260645,-118.77671663338597,-182.6711147357616,525.0983536094044
309.86072423398326,1.053948041612188,-119.39500760368887,-180.87246498429306,531.8660714598444
310.8635097493036,1.0573588766983115,-120.00714156525191,-179.05297819521843,537.349202105862
311.8662952646239,1.060769711784435,-120.61305507440464,-177.2170282352736,541.5450245731314
312.8690807799443,1.0641805468705587,-121.21269958045785,-175.36899843621754,544.4507447234655
313.8718662952646,1.0675913819566825,-121.80604145832449,-173.51328167252893,546.0635973605903
314.8746518105849,1.071002217042806,-122.3930620408152,-171.65428008682576,546.3809513254746
315.87743732590525,1.0744130521289295,-122.97375764939133,-169.79640445262774,545.4004176846929
