曲柄转角(度),时间(s),工作阻力(N),O1水平反力(N),O1垂直反力(N),O1反力大小(N),O2水平反力(N),O2垂直反力(N),O2反力大小(N),平衡力矩(N·m)
161.44846796657382,0.5491444488658973,2799.7855926672983,-1679.7740823807987,-446.35499999999996,1738.0660959420543,-1119.8493882538658,-191.295,1136.0706093362144,73.0433577184551
162.45125348189413,0.5525552839520209,2653.3504869275043,-1591.9061064257703,-446.35499999999996,1653.299076906733,-1061.2707376171802,-191.295,1078.3734768379245,65.60250478763986
163.45403899721447,0.5559661190381445,2506.102636060738,-1503.5485638469268,-446.35499999999996,1568.403988094635,-1002.3657092312847,-191.295,1020.4561686166321,58.52331075483949
164.4568245125348,0.559376954124268,2358.0871434085507,-1414.7279280197044,-446.35499999999996,1483.4715691053623,-943.1519520131365,-191.295,962.3561615177562,51.814448639149234
165.45961002785515,0.5627877892103916,2209.349347448075,-1325.4706344202946,-446.35499999999996,1398.6083042566056,-883.6470896135297,-191.295,904.1161186526106,45.48413775041788
166.46239554317546,0.5661986242965152,2059.93480790444,-1235.8030227950876,-446.35499999999996,1313.94135986903,-823.8686818633919,-191.295,845.7856595972308,39.54013361942463
167.4651810584958,0.5696094593826388,1909.889291795421,-1145.751271338609,-446.35499999999996,1229.625455900714,-763.8341808924062,-191.295,787.4239219915617,33.98971849625168
168.46796657381614,0.5730202944687625,1759.2587594126053,-1055.341327074288,-446.35499999999996,1145.8525658460253,-703.560884716192,-191.295,729.1033503747126,28.839692428492988
169.47075208913648,0.5764311295548861,1608.0893502433123,-964.598842545141,-446.35499999999996,1062.865802001563,-643.065895030094,-191.295,670.9154360840537,24.096364930228248
170.4735376044568,0.5798419646410096,1456.4273688376848,-873.5491386789946,-446.35499999999996,980.9795531568501,-582.3660924526631,-191.295,612.9796429438613,19.765547251972254
171.47632311977713,0.5832527997271332,1304.3192706251625,-782.2172279944672,-446.35499999999996,900.6090038392622,-521.4781519963116,-191.295,555.4576851880693,15.852545261065998
172.47910863509748,0.5866636348132568,1151.811647684776,-690.6279499679816,-446.35499999999996,822.313657494497,-460.4186333119878,-191.295,498.5770701966534,12.362152941235243
173.4818941504178,0.5900744698993803,998.9512144735866,-598.8062857722093,-446.35499999999996,746.8612681785746,-399.20419051480627,-191.295,442.67116774145313,9.298646519279181
174.48467966573816,0.5934853049855039,845.7847935176009,-506.7779196750811,-446.35499999999996,675.3196620084468,-337.85194645005413,-191.295,388.249552150534,6.6657792260841005
175.48746518105847,0.5968961400716275,692.3593010696396,-414.5700780481845,-446.35499999999996,609.1807085240616,-276.38005203212305,-191.295,336.1245456468168,4.466776698382554
176.4902506963788,0.6003069751577511,538.7217327384371,-322.21258256576954,-446.35499999999996,550.5031647399521,-214.8083883771797,-191.295,287.6393935854428,2.7043330268892882
